TIPO_PRODUTO;NOME_PRODUTO;NUMERO_REGISTRO_PRODUTO;CLASSE_TERAPEUTICA
MEDICAMENTO;CLORIDRATO DE VARDENAFILA;102351173;VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA;101810519;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA;102350886;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA;105830590;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA;135690478;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA;167730068;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA;183260132;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA;100431147;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA (PORT 344/98 LISTA C1);100430926;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA (PORT. 344/98 L-C1);112130379;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VENLAFAXINA (PORT. 344/98 L-C1);105730604;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRATO DE VERAPAMIL;105530286;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VERAPAMIL;100470343;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VERAPAMIL;146680030;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VERAPAMIL;103700373;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VERAPAMIL;146680086;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VERAPAMIL;102350626;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VERAPAMIL;105830343;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VERAPAMIL;107140245;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VERAPAMIL;105730389;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;CLORIDRATO DE VERAPAMILA;124510001;ANTI-HIPERTENSIVOS
MEDICAMENTO;CLORIDRATO DE ZIPRASIDONA;102351095;ANTIPSICOTICOS
MEDICAMENTO;CLORIDRATO DE ZIPRASIDONA;105830772;ANTIPSICOTICOS
MEDICAMENTO;CLORIDRATO DE ZIPRASIDONA;110390171;ANTIPSICOTICOS
MEDICAMENTO;CLORIDRATO DE ZIPRASIDONA;126250099;ANTIPSICOTICOS
MEDICAMENTO;CLORIDRATO PILOCARPINA + CLORIDRATO METIPRANOLOL;119610008;ANTIGLAUCOMATOSOS
MEDICAMENTO;CLORIDRATO TETRACICLINA + ANFOTERICINA B;108580131;ANTIMICOTICO
MEDICAMENTO;CLORIDRATRO DE TRAZODONA;167730413;ANTIDEPRESSIVOS
MEDICAMENTO;CLORIDRTO DE LIDOCAINA;102940075;ANESTESICOS LOCAIS
MEDICAMENTO;CLORIFEN;115600103;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;CLORITECAN;155370056;ANTINEOPLASICO
MEDICAMENTO;CLORIZIN;115600037;DIURETICOS SIMPLES
MEDICAMENTO;CLOROBUTANOL + ACIDO BORICO;105700030;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;CLOROQUINA;103022013;ANTIMALARICOS
MEDICAMENTO;CLOROQUINA;120190078;ANTIPARASITARIOS
MEDICAMENTO;CLOROQUINA  DIFOSFATO;112330031;ANTIMALARICOS
MEDICAMENTO;CLOROQUINA + PRIMAQUINA;107140088;ANTIMALARICOS
MEDICAMENTO;CLOROQUINA DIFOSFATO;110630094;ANTIMALARICOS
MEDICAMENTO;CLOROQUINA+PRIMAQUINA;120190004;ANTIPARASITARIOS
MEDICAMENTO;CLOROXINA;107140183;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
MEDICAMENTO;CLORPROMAZ;104970155;NEUROLEPTICOS
MEDICAMENTO;CLORPROMAZINA;105430107;NEUROLEPTICOS
MEDICAMENTO;CLORPROMAZINA;107140197;NEUROLEPTICOS
MEDICAMENTO;CLORPROMAZINA;104070001;NEUROLEPTICOS
MEDICAMENTO;CLORPROMAZINA (PORT 344/98 L-C1);104650121;NEUROLEPTICOS
MEDICAMENTO;CLORPROMINI;116540001;ANTIDIABETICOS
MEDICAMENTO;CLORPROPAMIDA;105430060;ANTIDIABETICOS
MEDICAMENTO;CLORPROPAMIDA;104810068;ANTIDIABETICOS
MEDICAMENTO;CLORPROPAMIDA;105730267;ANTIDIABETICOS
MEDICAMENTO;CLORPROPAMIDA;122590005;ANTIDIABETICOS
MEDICAMENTO;CLORPROPAMIDA;112090019;ANTIDIABETICOS
MEDICAMENTO;CLORPROPAMIN;104970200;ANTIDIABETICOS
MEDICAMENTO;CLORPROPAMINA;107150105;ANTIDIABETICOS
MEDICAMENTO;CLORPROPRAMIDA;102350354;ANTIDIABETICOS
MEDICAMENTO;CLORPROX;103080008;NEUROLEPTICOS
MEDICAMENTO;CLORTALIDONA;101160115;DIURETICOS SIMPLES
MEDICAMENTO;CLORTALIDONA;104970198;DIURETICOS
MEDICAMENTO;CLORTALIDONA;105730257;DIURETICOS SIMPLES
MEDICAMENTO;CLORTALIDONA;104650295;DIURETICOS
MEDICAMENTO;CLORTALIDONA;112830088;DIURETICOS
MEDICAMENTO;CLORTALIDONA;102350614;DIURETICOS SIMPLES
MEDICAMENTO;CLORTALIDONA;105830282;DIURETICOS
MEDICAMENTO;CLORTALIDONA;123520155;DIURETICOS SIMPLES
MEDICAMENTO;CLORTALIDONA;172870191;DIURETICOS
MEDICAMENTO;CLORTALIDONA;103920191;DIURETICOS SIMPLES
MEDICAMENTO;CLORTALIL;102350347;DIURETICOS SIMPLES
MEDICAMENTO;CLORTALIL;135690637;DIURETICOS SIMPLES
MEDICAMENTO;CLORTALIL;135690691;DIURETICOS SIMPLES
MEDICAMENTO;CLORTALITON;100470283;DIURETICOS SIMPLES
MEDICAMENTO;CLORTANA;104040181;DIURETICOS SIMPLES
MEDICAMENTO;CLORTIL;103700119;ANTI-HIPERTENSIVOS
MEDICAMENTO;CLORTON;141070021;ANTI-HIPERTENSIVOS
MEDICAMENTO;CLOSENID;102940133;ANTI-HIPERTENSIVOS
MEDICAMENTO;CLOSTEMIN;105500163;CICATRIZANTES
MEDICAMENTO;CLOTADONA;129400012;DIURETICOS SIMPLES
MEDICAMENTO;CLOTADONA;133460014;DIURETICOS SIMPLES
MEDICAMENTO;CLOTADONA;104971370;DIURETICOS SIMPLES
MEDICAMENTO;CLOTIGEN;103920053;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTREN;103700249;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIBENE;125680242;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIDERM;120190063;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIGEL;110130260;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;126250031;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;107140201;ANTIMICOTICO
MEDICAMENTO;CLOTRIMAZOL;102350440;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;104650003;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;101810341;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;101810384;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;120190126;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;123520067;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;110330022;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;123520068;ANTIMICOTICO
MEDICAMENTO;CLOTRIMAZOL;127580059;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;103700457;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;104971327;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;102940147;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;113430145;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;154230117;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;154230118;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;125680210;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;167730241;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;172870365;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;172870407;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;155840209;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;155840269;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;103920171;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;183260167;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;183260172;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL;105350199;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;101810418;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;125680096;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;109680080;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;183260026;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;CLOTRIMIX;108970013;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMIX;156200019;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIMIX;103900217;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;CLOTRIZAN;108580130;ANTIMICOTICO
MEDICAMENTO;CLOTRIZOL;137640043;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS
MEDICAMENTO;CLOTÁSSIO;105770045;SUPLEMENTOS DIETETICOS PROTEICOS
MEDICAMENTO;CLOVANTAX;167730560;ANTIVIROTICOS
MEDICAMENTO;CLOVIR;107150148;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;CLOVITOM;124510008;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;CLOXACILINA;122830017;PENICILINAS PENICILINASE-RESISTENTES
MEDICAMENTO;CLOXAZOLAM;100430916;ANSIOLITICOS SIMPLES
MEDICAMENTO;CLOXAZOLAM;100680987;ANSIOLITICOS SIMPLES
MEDICAMENTO;CLOXAZOLAM ( PORT 344/98  LT B1);103700383;ANSIOLITICOS SIMPLES
MEDICAMENTO;CLOXAZOLAM (PORT. 344/98 LT B1);104971182;NEUROPSICOESTIMULANTES
MEDICAMENTO;CLOZAL;104540045;ANSIOLITICOS SIMPLES
MEDICAMENTO;CLOZAPINA;101830148;NEUROLEPTICOS
MEDICAMENTO;CLOZAPINA;102980378;NEUROLEPTICOS
MEDICAMENTO;CLOZAPINA;110500052;NEUROLEPTICOS
MEDICAMENTO;CLUSIVOL;121100271;POLIVITAMINICOS + SAIS MINERAIS
MEDICAMENTO;CLUSIVOL COMPOSTO;121100054;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;CLUSIVOL COMPOSTO;102160245;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;CO TAREG;112130258;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;CO- ENALIL;109680066;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;CO- FLOSSOTEC;133460019;ANTI-HIPERTENSIVOS
MEDICAMENTO;CO-CALCIODORON;100610043;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;CO-ENAPROTEC;100470274;ANTI-HIPERTENSIVOS
MEDICAMENTO;CO-ERYSIDORON;100610017;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;CO-LABOPRIL;150870020;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;CO-PNEUMODORON;100610086;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;CO-PRESSEL;102350423;ANTI-HIPERTENSIVOS
MEDICAMENTO;CO-PRESSOLESS;115600056;ANTI-HIPERTENSIVOS
MEDICAMENTO;CO-PRESSOTEC;103700128;ANTI-HIPERTENSIVOS
MEDICAMENTO;CO-RENITEC;100290002;ANTI-HIPERTENSIVOS
MEDICAMENTO;CO-RHEUMODORON;100610011;MEDICAMENTOS DINAMIZADOS COMPOSTOS
MEDICAMENTO;COAGADEX;149320019;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
MEDICAMENTO;COALY;167730613;ANTIAGREGANTE PLAQUETARIO
MEDICAMENTO;COARTEM;100680103;ANTIMALARICOS
MEDICAMENTO;COBACTIN;100840008;ESTIMULANTES DO APETITE
MEDICAMENTO;COBAGLOBAL;105830020;ESTIMULANTES DO APETITE
MEDICAMENTO;COBALAMIN 12;120190108;ANTIANEMICOS
MEDICAMENTO;COBALDOZE;109680017;ANTIANEMICOS SIMPLES
MEDICAMENTO;COBALPLEX;105710109;ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;COBAMAMIDA + CLORIDRATO DE CIPROEPTADINA;110130042;ESTIMULANTES DO APETITE
MEDICAMENTO;COBAPETIT;115600070;ESTIMULANTES DO APETITE
MEDICAMENTO;COBAVITAL;100820009;ESTIMULANTES DO APETITE
MEDICAMENTO;COBAVITAL;105530344;ESTIMULANTES DO APETITE
MEDICAMENTO;COBRE  I TETRAQUIS TETRAFLUOR-BORATO;126940020;PRODUTOS PARA DIAGNOSTICO POR IMAGEM
MEDICAMENTO;COCICHIMIL;106240102;ANTINFLAMATORIOS ANTIREUMATICOS
MEDICAMENTO;COCICHIMIL;118190109;ANTINFLAMATORIOS ANTIREUMATICOS
MEDICAMENTO;COCINAX;142570072;ANTIGOTOSOS
MEDICAMENTO;COD;103720285;ANALGESICOS NARCOTICOS
MEDICAMENTO;COD PAR;103720284;ANALGESICOS NARCOTICOS
MEDICAMENTO;CODATEN;100680898;ANALGESICOS NARCOTICOS
MEDICAMENTO;CODEIN;102980199;ANALGESICOS NARCOTICOS
MEDICAMENTO;CODERGINE;104650272;VASODILATADORES CEREBRAIS
MEDICAMENTO;CODERHEXAL;100470281;VASODILATADORES CEREBRAIS
MEDICAMENTO;CODEX;104971209;ANALGESICOS NARCOTICOS
MEDICAMENTO;CODEÍNA + GUAICOLATO DE GLICERINA + FENILTOLOXAMINA;113000226;ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;CODOFEN;105530262;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;CODRINAN;143810007;BRONCODILATADORES
MEDICAMENTO;CODYLEX;154230202;ANALGESICOS NARCOTICOS
MEDICAMENTO;COENAPLEX;141070057;ANTI-HIPERTENSIVOS
MEDICAMENTO;COEX;103940092;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
MEDICAMENTO;COEZYME COMPOSITUM;128420012;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;COGIT;109740280;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
MEDICAMENTO;COGLIVE;100330147;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
MEDICAMENTO;COGLIVE;100330181;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
MEDICAMENTO;COGNITUS;118600098;FITOTERAPICO SIMPLES + OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
MEDICAMENTO;COGNIVA;102980499;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
MEDICAMENTO;COLA CIRÚRGICA;131360003;ANTI-HEMORRAGICOS
MEDICAMENTO;COLACHOFRA;102350029;COLAGOGOS E COLERETICOS
MEDICAMENTO;COLAGENASE + CLORANFENICOL;104650234;CICATRIZANTES
MEDICAMENTO;COLAXOL;105500153;CICATRIZANTES
MEDICAMENTO;COLCHICINA;100470232;ANTIGOTOSOS
MEDICAMENTO;COLCHICINA;110330038;ANTINFLAMATORIOS ANTIREUMATICOS
MEDICAMENTO;COLCHICINA;154230203;ANTIGOTOSOS
MEDICAMENTO;COLCHIN;120190075;ANTINFLAMATORIOS ANTIREUMATICOS
MEDICAMENTO;COLCHIS;101180109;ANTIGOTOSOS
MEDICAMENTO;COLCHIS;101180595;ANTIGOTOSOS
MEDICAMENTO;COLCHIS;101180609;ANTIGOTOSOS
MEDICAMENTO;COLEDUE;178170882;ANTILIPEMICOS
MEDICAMENTO;COLESTASE;120330009;ANTIDIARREICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;COLEVACOL;105830694;ANTILIPEMICOS
MEDICAMENTO;COLIAFT;102351225;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;COLIPAN;120190029;ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS
MEDICAMENTO;COLIRIO BLUMEN;104041919;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLIRIO BLUMEN;172870456;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLIRIO BLUMEN;155840386;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLIRIO BOA VISTA;104670061;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;COLIS-TEK;127480023;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;COLISEC;109060077;ANTIDIARREICOS SIMPLES SEM ACAO ANTIMICROBIANA
MEDICAMENTO;COLISTIMETATO DE SÓDIO;127480031;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;COLISTIMETATO DE SÓDIO;127480032;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;COLLECTRO;188300061;ANTINEOPLASICO
MEDICAMENTO;COLLECTRO;188300071;CITOSTATICOS ALQUILANTES
MEDICAMENTO;COLOBIL;101590034;PRODUTOS HOMEOPATICOS
MEDICAMENTO;COLOBIL;102470084;MEDICAMENTOS DINAMIZADOS COMPOSTOS + OUTROS DIGESTIVOS
MEDICAMENTO;COLOHALER;164250001;ANTIBACTERIANO
MEDICAMENTO;COLOHALER;155730036;ANTIBACTERIANO
MEDICAMENTO;COLOIDE DE ALBUMINA;126940003;CONTRASTES RADIOLOGICOS
MEDICAMENTO;COLOMETIN;102330003;COLAGOGOS E COLERETICOS + FITOTERAPICOS ASSOCIADOS
MEDICAMENTO;COLOMYCIN;151890002;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;COLONAC;109740189;LAXANTES SUAVIZADORES OU EMOLIENTES
MEDICAMENTO;COLPADAK;105710019;ANTIMICOTICO
MEDICAMENTO;COLPAGEX N;101550008;PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;COLPATRIN;103700007;PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;COLPIGYN;135690502;PRODUTOS GINECOLOGICOS TOPICOS
MEDICAMENTO;COLPISDAZOL;101810027;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS
MEDICAMENTO;COLPIST MT;118610022;PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;COLPIST MT;158190017;PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;COLPISTAR;103900059;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
MEDICAMENTO;COLPISTATIN;105730008;PRODUTOS GINECOLOGICOS TOPICOS
MEDICAMENTO;COLPLEN;118190126;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS
MEDICAMENTO;COLPOTROFINE;106390153;ESTROGENOS SIMPLES
MEDICAMENTO;COLPOTROFINE;100890338;ESTROGENOS SIMPLES
MEDICAMENTO;COLPOTROFINE;155730019;ESTROGENOS SIMPLES
MEDICAMENTO;COLPOTROFINE;174650007;ESTROGENOS SIMPLES
MEDICAMENTO;COLTRAX;113000988;RELAXANTES MUSCULARES CENTRAIS SIMPLES
MEDICAMENTO;COLTRAX;183260378;RELAXANTES MUSCULARES CENTRAIS SIMPLES
MEDICAMENTO;COLTRAX INJ;113000215;RELAXANTES MUSCULARES CENTRAIS SIMPLES
MEDICAMENTO;COLTRAX INJ;183260384;RELAXANTES MUSCULARES CENTRAIS SIMPLES
MEDICAMENTO;COLTRIENO;118610286;ESTROGENOS SIMPLES
MEDICAMENTO;COLTRIENO;114620007;ESTROGENOS SIMPLES
MEDICAMENTO;COLUBIAZOL;113000217;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;COLUJET;143810148;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;COLUTÓIDE;143810052;ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE
MEDICAMENTO;COLUTÓIDE CAMOMILA;143810156;ANTINFLAMATORIOS
MEDICAMENTO;COLZURIC;104080089;ANTIGOTOSOS
MEDICAMENTO;COLÍRIO CINERARIA MARITIMA SIMOES;105760009;MEDICAMENTOS COM ACAO NO APARELHO VISUAL
MEDICAMENTO;COLÍRIO DE CINERÁRIA MARÍTIMA;100720025;FITOTERAPICO SIMPLES
MEDICAMENTO;COLÍRIO DE CINERÁRIA MARÍTIMA ALMEIDA PRADO;102660165;MEDICAMENTOS DINAMIZADOS DE COMPONENTE ÚNICO
MEDICAMENTO;COLÍRIO DE EUPHRASIA OFFICINALIS ALMEIDA PRADO;102660047;MEDICAMENTOS DINAMIZADOS DE COMPONENTE ÚNICO
MEDICAMENTO;COLÍRIO FENILEFRINA 10% OCULUM;101470083;MIDRIATICOS
MEDICAMENTO;COLÍRIO GEOLAB;154230179;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLÍRIO HÉLIOS;100380052;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLÍRIO LEGRAND;105830117;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLÍRIO LEGRAND;167730272;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLÍRIO MOURA BRASIL;113000179;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLÍRIO MOURA BRASIL;183260307;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLÍRIO NEO BRASIL;155840377;DESCONGESTIONATES OFTALMICOS
MEDICAMENTO;COLÍRIO TEUTO;103700113;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
MEDICAMENTO;COMBACTAN;106460150;PENICILINAS PENICILINASE-RESISTENTES
MEDICAMENTO;COMBECÊ;120600005;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;COMBEVIT;102350257;ESTIMULANTES DO APETITE
MEDICAMENTO;COMBIGAN;101470162;ANTIGLAUCOMATOSOS
MEDICAMENTO;COMBIGAN;101470188;ANTIGLAUCOMATOSOS
MEDICAMENTO;COMBILEST;100430571;ESTROGENOS SIMPLES
MEDICAMENTO;COMBIRON;105730010;ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;COMBIRON;105730373;ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;COMBIRON FÓLICO;105730367;ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;COMBITREX;109220013;ANTINFECCIOSOS TOPICOS
MEDICAMENTO;COMBIVENT;103670103;BRONCODILATADORES
MEDICAMENTO;COMBIZYM COMPOSTO;104540003;DIGESTIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;COMBODART;101070287;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
MEDICAMENTO;COMBUDORON;100610013;PRODUTOS HOMEOPATICOS
MEDICAMENTO;COMBULCER;116540050;ANTIULCEROSOS
MEDICAMENTO;COMIRNATY;121100481;VACINAS
MEDICAMENTO;COMPAZ;102980008;ANSIOLITICOS SIMPLES
MEDICAMENTO;COMPAZ RETARD;102980367;ANSIOLITICOS SIMPLES
MEDICAMENTO;COMPLE B;138410044;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLE B;138410051;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEVITAN;105770010;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEX B;109060083;VITAMINAS E SUPLEMENTOS MINERAIS
MEDICAMENTO;COMPLEX PHARMATON;103670139;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
MEDICAMENTO;COMPLEXAN;117170024;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B;101000017;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B;111990018;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B;107140226;VITAMINAS E SUPLEMENTOS MINERAIS
MEDICAMENTO;COMPLEXO B;126140002;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B;110860036;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B;100663370;VITAMINAS E SUPLEMENTOS MINERAIS
MEDICAMENTO;COMPLEXO B;100020016;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B;104650053;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B;103080011;VITAMINAS E SUPLEMENTOS MINERAIS
MEDICAMENTO;COMPLEXO B;110850029;VITAMINAS
MEDICAMENTO;COMPLEXO B;102351340;COMPLEXO VITAMÍNICO B (SOMENTE)
MEDICAMENTO;COMPLEXO B + C;113430113;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B + COMPLEXO C;104650012;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B + LEVEDO DE CERVEJA;100890259;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B 12;102350242;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B 12 XPE;102351341;COMPLEXO VITAMÍNICO B (SOMENTE)
MEDICAMENTO;COMPLEXO B EMS;102350762;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;COMPLEXO B GRANADO;108170060;POLIVITAMINICOS SEM MINERAIS
